"id","address","size","type","rent","rentalAgreement","dateOfFree","waterPrice","link","added_timestamp","available","removed_timestamp","buildingYear","floor","buildingCondition","layout","roomNumbers","buildingAmeneties","possibleDuplicateFlag","costDescription","housingCooperative","energyClass","lessor","renovations","balcony","description","search_city","lon","lat","size1"
"218585","Vaasa Hietalahti Tiilitehtaankatu 47, 65100 Vaasa","47","kerrostalo","590","toistaiseksi","1.10.2019","20 €/kk","https://www.vuokraovi.com/vuokra-asunto/vaasa/hietalahti/kerrostalo/218585","2019-08-19 22:33:59","No","2019-09-15 22:32:10","1986","2/2 , ylin kerros","hyvä","2h + kk + kh + v + s","Kaksio","oma sauna","0","NA","NA","NA","",NA,NA,"Vuokrataan 2015 uusittu 47m2 kaksio. Huoneistossa erikseen vessa ja pesuhuone, asunnossa myös sauna. Keittiössä tiskikone, pesuhuoneessa paikka pesukoneelle. Asunto sijaitsee osoitteessa Tiilitehtaankatu 47, lyhyen matkan päässä mm. urheilukenttä, sekä juna-asema. Asunnon läheisyydessä myös kauppa ja muita Hietalahden palveluita, keskustaan n. 1,5km. Rauhallinen kaksikerroksinen taloyhtiö jonka alakerrassa on liikehuoneistoja. Mahdollisuus vuokrata autopaikka. Vuokra 590€/kk + 20€ vesimaksu/hlö/kk + vuokralaisen oma sähkösopimus. Vakuus 1kk vuokra, luottotiedot tarkistetaan. Ei tupakointia eikä lemmikkieläimiä. Taloyhtiössä kanahäkit ja oma pistokkeellinen autopaikka (autopaikka muistaakseni noin 60€/v). Huoneisto vapaa 01.10.2019 alkaen. Toistaiseksi voimassa oleva vuokrasopimus, jossa ensimmäinen mahdollinen irtisanomisajankohta 11kk sopimuksen alkamisesta. Joli Koivu / 050 3878927 / joli.koivu@gmail.com","Vaasa",21.6380238,63.0907306,47
"225733","Vaasa Keskusta Pitkäkatu 52 A 6, 65100 VAASA","54 m²","kerrostalo","661,98 €/kk","toistaiseksi","heti vapaa","vuokralainen vastaa","https://www.vuokraovi.com/vuokra-asunto/vaasa/keskusta/kerrostalo/225733","2019-07-16 18:52:44","No","2019-07-17 19:48:10",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6212993,63.0932545,54
"252032","Vaasa Keskusta Pitkäkatu 52 A 15, 65100 VAASA","54","kerrostalo","661,98","toistaiseksi","1.10.2019","vuokralainen vastaa","https://www.vuokraovi.com/vuokra-asunto/vaasa/keskusta/kerrostalo/252032","2019-08-23 22:31:47","Yes",NA,"1997","4/4","hyvä","2h+k+s+viherhuone","Kaksio","oma sauna","0","NA","Kiinteistö Oy Vaasan Pitkäkatu 52","E","Keva",NA,NA,"Vaasan keskustassa asuessa ovat kaikki palvelut lähellä. Oma sauna tuo mahdollisuuden rauhalliseen rentoutumiseen ja muutaman korttelin päässä oleva meri pitää ulkoilman raikkaana.Kiinnostuitko? Jätä hakemus heti!Esittelemme asuntoja vain hakemusten perusteella valituille hakijoille. Mikäli tarvitset neuvoja hakemuksen täyttämiseen, ota yhteyttä asiakaspalveluumme 020 614 2542.","Vaasa",21.6212993,63.0932545,54
"265628","Vaasa Keskusta Pitkäkatu 52 A 16, 65100 VAASA","54 m²","kerrostalo","661,98 €/kk","toistaiseksi","heti vapaa","vuokralainen vastaa","https://www.vuokraovi.com/vuokra-asunto/vaasa/keskusta/kerrostalo/265628","2019-07-16 18:36:01","No","2019-07-18 19:54:40",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6212993,63.0932545,54
"433019","Vaasa Keskusta Raastuvankatu 46, 65100 VAASA","76 m²","kerrostalo","1 742 €/kk","toistaiseksi","2.9.2019","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/keskusta/kerrostalo/433019","2019-07-16 18:52:08","No","2019-09-14 10:31:18",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6159865,63.0914957,76
"434470","Vaasa Keskusta Koulukatu 32, 65100 VAASA","26 m²","kerrostalo","1 019 €/kk","toistaiseksi","29.7.2019","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/keskusta/kerrostalo/434470","2019-07-16 18:53:59","No","2019-08-11 10:31:12",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6081242,63.0929672,26
"461493","Vaasa Keskusta Kauppapuistikko 29, 65100 VAASA","23 m²","kerrostalo","1 019 €/kk","toistaiseksi","22.7.2019","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/keskusta/kerrostalo/461493","2019-07-16 18:41:59","No","2019-08-03 10:30:58",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6198559,63.0917466,23
"500264","Vaasa Keskusta Vaasanpuistikko 6, 65100 VAASA","27 m²","kerrostalo","1 095 €/kk","toistaiseksi","26.7.2019","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/keskusta/kerrostalo/500264","2019-07-16 18:58:16","Yes",NA,NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6082351,63.0934183,27
"517208","Vaasa Keskusta Pitkäkatu 52 A 1, 65100 VAASA","54 m²","kerrostalo","661,98 €/kk","toistaiseksi","heti vapaa","vuokralainen vastaa","https://www.vuokraovi.com/vuokra-asunto/vaasa/keskusta/kerrostalo/517208","2019-07-16 18:55:00","No","2019-08-10 10:31:28",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6212993,63.0932545,54
"568962","Vaasa Keskusta Pitkäkatu 52 A 7, 65100 VAASA","54 m²","kerrostalo","661,98 €/kk","toistaiseksi","heti vapaa","vuokralainen vastaa","https://www.vuokraovi.com/vuokra-asunto/vaasa/keskusta/kerrostalo/568962","2019-07-16 18:57:50","No","2019-07-18 19:54:40",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6212993,63.0932545,54
"652090","Kauppapuistikko 17 B, 65100 Vaasa","45","Kerrostalo","644","","","","https://asunnot.oikotie.fi/vuokrattavat-asunnot/vaasa/15001390","2019-07-22 20:18:20","No","2019-09-23 11:30:17",NA,"2 / 8","Hyvä","2h,kk,s, vih.h","2",NA,"0","","","","","","",NA,"Vaasa",21.6179293,63.0939686,45
"652979","Asemakatu 50 C, 65100 Vaasa","89","Kerrostalo","890","","","","https://asunnot.oikotie.fi/vuokrattavat-asunnot/vaasa/14941440","2019-07-22 20:36:57","No","2019-09-23 11:30:17",NA,"4 / 4","Hyvä","4h,k","4",NA,"0","","","","","","",NA,"Vaasa",21.6286034,63.0885045,89
"655056","Rantakatu 28 A, 65100 Vaasa","97","Kerrostalo","950","","","","https://asunnot.oikotie.fi/vuokrattavat-asunnot/vaasa/14965808","2019-07-22 20:29:04","No","2019-09-23 11:30:17",NA,"2 / 6","Hyvä","4h,k","4",NA,"0","","","","","","",NA,"Vaasa",21.6112564,63.0860767,97
"656941","Kauppapuistikko 17 D, 65100 Vaasa","56.5","Kerrostalo","716","","","","https://asunnot.oikotie.fi/vuokrattavat-asunnot/vaasa/15028248","2019-07-22 20:16:20","No","2019-09-23 11:30:17",NA,"2 / 2","Hyvä","2h,k,s","2",NA,"0","","","","","","",NA,"Vaasa",21.6179293,63.0939686,56.5
"657582","Koulukatu 13 B, 65100 Vaasa","85","Kerrostalo","790","","","","https://asunnot.oikotie.fi/vuokrattavat-asunnot/vaasa/15008385","2019-07-22 20:17:57","No","2019-09-23 11:30:17",NA,"2 / 5","Tyydyttävä","3h,k","3",NA,"0","","","","","","",NA,"Vaasa",21.6043438,63.0982357,85
"657602","Vaasa Gerby Lindroosintie 3 F 43, 65280 Vaasa","45 m²","luhtitalo","495 €/kk","toistaiseksi","heti vapaa","22 €/hlö/kk","https://www.vuokraovi.com/vuokra-asunto/vaasa/gerby/luhtitalo/657602","2019-07-16 19:01:41","No","2019-08-23 22:31:15",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.5993922,63.1307728,45
"659356","Pitkänlahdenkatu 19 A, 65100 Vaasa","46","Puutalo-osake","640","","","","https://asunnot.oikotie.fi/vuokrattavat-asunnot/vaasa/15032067","2019-07-22 20:16:04","No","2019-09-23 11:30:17",NA,"1 / 2","Hyvä","1h+k+s","1",NA,"0","","","","","","",NA,"Vaasa",21.6173335,63.1020533,46
"660080","Myllykatu 11 C, 65100 Vaasa","44.5","Kerrostalo","714","","","","https://asunnot.oikotie.fi/vuokrattavat-asunnot/vaasa/15032857","2019-07-22 20:15:59","No","2019-09-23 11:30:17",NA,"2 / 5","Uusi","2h,kk,s","2",NA,"0","","","","","","",NA,"Vaasa",21.6281972,63.1008833,44.5
"660087","Myllykatu 11 C, 65100 Vaasa","31.5","Kerrostalo","632","","","","https://asunnot.oikotie.fi/vuokrattavat-asunnot/vaasa/15033063","2019-07-22 20:15:53","No","2019-09-23 11:30:17",NA,"5 / 5","Uusi","1h,kk","1",NA,"0","","","","","","",NA,"Vaasa",21.6281972,63.1008833,31.5
"660158","Pitkäkatu 32 A, 65100 Vaasa","82","Kerrostalo","920","","","","https://asunnot.oikotie.fi/vuokrattavat-asunnot/vaasa/15042277","2019-07-29 23:30:31","No","2019-09-23 11:30:17",NA,"2 / 6","Hyvä","3h,k,s","3",NA,"0","Sähkö vuokralainen tekee oman sähkösopimuksen. Vesi vesimaksu sisältyy vuokraan. sähkösopimus, kotivakuutus.","As Oy Vaasan Pitkäkatu 32","D2007","Tony Sund","","Kyllä",NA,"Vaasa",21.6175603,63.09777,82
"660233","Myllykatu 9 as, 65100 Vaasa","36","Kerrostalo","570","","","","https://asunnot.oikotie.fi/vuokrattavat-asunnot/vaasa/15038937","2019-07-24 13:27:24","No","2019-09-23 11:30:17",NA,"2 / 3","Hyvä","2h,avokeittiö,s","2",NA,"0","Sähkö Oma sähkösopimus sähkölaitoksen kanssa. Vesi 18€/kk/hlö.","Asunto Oy Vaasan Myllykatu 9","Ei energiatodistusta Kohteelle ei lain mukaan tarvitse hankkia energiatodistusta / Kohteella ei ole lain edellyttämää energiatodistusta ja sen vuoksi energialuokka ei ole tiedossa","Tony Sund","","Kyllä",NA,"Vaasa",21.6278343,63.1009705,36
"660874","Kauppapuistikko 17 A, 65100 Vaasa","34","Kerrostalo","540","","","","https://asunnot.oikotie.fi/vuokrattavat-asunnot/vaasa/15055315","2019-08-12 11:30:53","No","2019-09-23 11:30:17",NA,"8 / 8","Hyvä","1h,tk","1",NA,"0","Sähkö Vuokralainen tekee oman sähkösopimuksen.. Vesi 20 €/hlö/kk.","As Oy Vaasan Kauppapuistikko 17","F2013","Tony Sund","","","Kiva yksiö ylimmässä kerroksessa ydinkeskustassa. Kaikki keskustan palvelut lähellä. Mahdollisuus autohallipaikkaan talon alla. Lemmikit sallittua. Vapautuu 15.9.2019 Trevlig etta på översta våningen mitt i centrum. All stadens service nära. Möjlighet till bilhallplats under huset. Husdjur tillåtna. Ledig fr.o.m. 15.9.2019","Vaasa",21.6179293,63.0939686,34
"661166","Myllykatu 11 C, 65100 Vaasa","51.5","Kerrostalo","806","","","","https://asunnot.oikotie.fi/vuokrattavat-asunnot/vaasa/15043556","2019-08-06 19:47:05","No","2019-09-23 11:30:17",NA,"3 / 5","Uusi","2h,k,s","2",NA,"0","Sähkö oma sähkösopimus. Vesi 20 eur/hlö/kk.","Asunto Oy Vaasan Charlotta Bostads Ab","C2013","Tony Sund","","Kyllä","Siisti saunallinen kaksio hyvällä sijainnilla lähellä keskustaa. Nettiyhteys sisältyy vuokraan. Mahdollisuus autohallipaikkaan. Lemmikit sallittua. Vapautuu 15.9.
Snygg tvåa på bra läge nära centrum. Lägenheten har egen bastu. I hyran ingår internetuppkoppling. Husdjur tillåtna. Ledig fr.o.m. 1.9.","Vaasa",21.6281972,63.1008833,51.5
"661312","Kaarle IX:n katu 7 H, 65380 Vaasa","32","Kerrostalo","500","","","","https://asunnot.oikotie.fi/vuokrattavat-asunnot/vaasa/15058977","2019-08-15 23:30:33","No","2019-09-23 11:30:17",NA,"2 / 3","Hyvä","1h,k,alkovi","1",NA,"0","Sähkö Vuokralainen hankkii oman sähkösopimuksen. Vesi 22 €/kk/hlö. Autopaikka 6 €/kk, Mahdollisuus autotalliin 60€/kk.","Asunto OY Kymnaasi Bostads AB","Ei energiatodistusta Kohteelle ei lain mukaan tarvitse hankkia energiatodistusta / Kohteella ei ole lain edellyttämää energiatodistusta ja sen vuoksi energialuokka ei ole tiedossa","NA","","Kyllä","Tilava yksiö rauhallisella alueella Vanhassa Vaasassa. Autopaikka saatavana 6 e/kk, sekä autotalli 60 e/kk. Lisää kuvia tulossa. Vapautuu 1.9.
Rymlig etta på lugnt område i Gamla Vasa. Möjlighet till bilplats 6 e/mån, samt garage 60 e/mån. Fler bilder på kommande. Ledig fr.o.m. 1.9.","Vaasa",21.7267689,63.0773065,32
"661410","Urheilukatu 2 C, 65200 Vaasa","46","Kerrostalo","550","","","","https://asunnot.oikotie.fi/vuokrattavat-asunnot/vaasa/15055934","2019-08-12 23:30:33","No","2019-09-23 11:30:17",NA,"3 / 3","Hyvä","2h,kk","2",NA,"0","Sähkö Vuokralainen hankkii oman sähkösopimuksen. Vesi 18 €/kk/hlö.","As Oy Vaasan Urheilukatu 2","D2007","Tony Sund","","","Mukava kaksio palosaarella, lähellä yliopistot ja korkeakoulut. Osittain kalustettu, mutta mahdollisuus myös tyhjentää. Heti vapaa! Trevlig tvåa på brändö, nära högskolor och universitet. Delvis möblerad, med möjlighet till tömning om så önskas. Genast ledig!","Vaasa",21.6002976,63.1136856,46
"661430","Kauppapuistikko 10 E, 65100 Vaasa","85","Kerrostalo","950","","","","https://asunnot.oikotie.fi/vuokrattavat-asunnot/vaasa/15060144","2019-08-16 23:30:37","No","2019-09-23 11:30:17",NA,"","Hyvä","4r+k","4",NA,"0","Sähkö oma sähkösopimus. Vesi kulutuksen mukaan.","As Oy Kauppapuistikko 10","Ei energiatodistusta Kohteelle ei lain mukaan tarvitse hankkia energiatodistusta / Kohteella ei ole lain edellyttämää energiatodistusta ja sen vuoksi energialuokka ei ole tiedossa","NA","","Kyllä","Täysin remontoitu neliö keskellä kaupunkia. 6.krs mahtavilla näkymillä. Kaksi parveketta. Hyvä taloyhtiö. Sopii niin perheelle kuin opiskelijoillekin. Torille 100m. Fullständigt renoverad större bostad, mitt i stan på 6:e våningen. Fin utsikt från två balkonger. Bra bostadsbolag. Passar till både barnfamiljer eller studerande. Endast 100 m till torget.","Vaasa",21.6141218,63.0972575,85
"661615","Sala-ampujankatu 11 E, 65370 Vaasa","765","Kerrostalo","590","","","","https://asunnot.oikotie.fi/vuokrattavat-asunnot/vaasa/15055316","2019-08-12 11:30:46","No","2019-09-23 11:30:17",NA,"3 / 3","Hyvä","3h+k","3",NA,"0","Sähkö oma sähkösopimus. Vesi 20,-/kk / hlö.","Asunto Oy Tamminummi Bostads Ab","G2013","Tony Sund","","Kyllä","Iso kolmio rauhallisessa taloyhtiössä Ristinummella. Lasitettu parveke länteen. Oma sähkösopimus ja kotivakuutus. Luottotiedot tarkistetaan. Stor trea i lungt och bra hus i Korsnäståget. Inglasad balkong mot väster. Kredituppgifter granskas.","Vaasa",21.7088742,63.0951112,765
"661640","Pitkäkatu 32 A, 65100 Vaasa","40","Kerrostalo","596","","","","https://asunnot.oikotie.fi/vuokrattavat-asunnot/vaasa/15056681","2019-08-13 23:30:38","No","2019-09-23 11:30:17",NA,"4 / 6","Hyvä","1 h, tph, s","1",NA,"0","Sähkö Vuokralainen tekee oman sähkösopimuksen.. Vesi vesimaksu sisältyy vuokraan.","As Oy Vaasan Pitkäkatu 32","D2007","Tony Sund","","Kyllä","Valoisa yksiö Vaasan keskustassa. Asunnossa on oma sauna. Lattia uusitaan ennen vapautumista. Vesimaksu sisältyy vuokraan. Lemmikit sallittu. Ljus etta i centrum av Vasa. Lägenheten har egen bastu. Golvet fönyas före lägenheten blir ledig. Vattenavgift ingår i hyran. Husdjur tillåtna.","Vaasa",21.6175603,63.09777,40
"678654","Vaasa Kauppapuistikko 44, 65100 VAASA","55.5","kerrostalo","590","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/kerrostalo/678654","2019-08-21 10:31:26","No","2019-08-22 22:31:19","0","4","hyvä","2 h/r + k + parv/balk","Kaksio","parveke","0","Vesimaksu: 20,00 eur/hlö/kk","NA","NA","Asunto Björndahl Oy Vaasa",NA,NA,"Vuokrataan viihtyisä ja todella siisti parvekkeellinen kaksio hyvällä sijainnilla Vaasan keskustassa. Reilunkokoinen keittiö jossa liesi, tuuletin, jääkaappi, pakastin, keittiökaapisto. Tilava vaatekaappi, hissitalo, hyvät pesutilat ja sauna yhtön kellarikerroksessa. Heti vapaa, ota yhteyttä!Uthyres trivsam och mycket snygg tvåa med balkong, Lugnt och bra läge i centrum av Vasa. Rymligt kök med elspis, fläkt, kyl och frys, köksskåp. Klädskåp/förvaring. Hisshus, bra tvättstuga samt bastu i bolagets källarvåning. Genast ledig, ta kontakt!","Vaasa",21.6217459,63.0886285,55.5
"690286","Vaasa Hietalahti Hietalahdenkatu 39, 65100 VAASA","43 m²","kerrostalo","1 321 €/kk","toistaiseksi","23.8.2019","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/hietalahti/kerrostalo/690286","2019-07-16 19:01:29","Yes",NA,NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6308868,63.0892822,43
"699602","Vaasa Keskusta Kirkkopuistikko 4, 65100 VAASA","30 m²","kerrostalo","1 251 €/kk","toistaiseksi","heti vapaa","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/keskusta/kerrostalo/699602","2019-07-16 18:51:06","No","2019-08-28 10:31:14",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6052783,63.100053,30
"699603","Vaasa Keskusta Kirkkopuistikko 4, 65100 VAASA","23 m²","kerrostalo","1 184 €/kk","toistaiseksi","18.7.2019","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/keskusta/kerrostalo/699603","2019-07-16 18:58:30","No","2019-07-25 22:30:51",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6052783,63.100053,23
"699604","Vaasa Keskusta Kirkkopuistikko 4, 65100 VAASA","20 m²","kerrostalo","1 184 €/kk","toistaiseksi","23.8.2019","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/keskusta/kerrostalo/699604","2019-07-16 19:01:15","Yes",NA,NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6052783,63.100053,20
"699896","Vaasa Keskusta Kirkkopuistikko 4, 65100 VAASA","21 m²","kerrostalo","1 184 €/kk","toistaiseksi","18.7.2019","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/keskusta/kerrostalo/699896","2019-07-16 18:55:15","No","2019-07-19 08:16:18",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6052783,63.100053,21
"699897","Vaasa Keskusta Kirkkopuistikko 4, 65100 VAASA","25","kerrostalo","1251","toistaiseksi","heti vapaa","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/keskusta/kerrostalo/699897","2019-07-26 22:33:27","No","2019-07-28 10:30:52","0","3/3 , ylin kerros","tyydyttävä","1h, kk, wc","Yksiö","kalustettu","0","NA","Majoituspalvelu Forenom Oy","NA","Majoituspalvelu Forenom Oy",NA,NA,"NA","Vaasa",21.6052783,63.100053,25
"704192","Vaasa Teeriniemi Naakankatu 4 H, 65320 VAASA","31.5 m²","paritalo","399 €/kk","toistaiseksi","heti vapaa","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/teeriniemi/paritalo/704192","2019-07-16 18:37:03","No","2019-08-16 22:31:14",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6955414,63.0940633,31.5
"708507","Vaasa Vöyrinkaupunki Kalastajankatu 9 B 9, 65100 VAASA","77 m²","kerrostalo","803,88 €/kk","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/voyrinkaupunki/kerrostalo/708507","2019-07-16 18:22:15","No","2019-07-30 10:30:54",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6178094,63.1037056,77
"708508","Vaasa Melaniemi Piirikatu 21 G 44, 65320 VAASA","65.5 m²","kerrostalo","645,50 €/kk","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/melaniemi/kerrostalo/708508","2019-07-16 18:59:45","Yes",NA,NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6943827,63.0863648,65.5
"708510","Vaasa Kotiranta Sorsantie 8 B 17, 65230 VAASA","84 m²","kerrostalo","909,84 €/kk","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/kotiranta/kerrostalo/708510","2019-07-16 18:44:13","Yes",NA,NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.62665,63.1127953,84
"708514","Vaasa Teeriniemi Palokärjenkatu 4 B 12, 65320 VAASA","76 m²","kerrostalo","778,82 €/kk","toistaiseksi","Sopimuksen mukaan","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/teeriniemi/kerrostalo/708514","2019-07-16 19:00:36","No","2019-08-29 10:31:05",NA,NA,NA,NA,NA,NA,"0","","","","","","",NA,"Vaasa",21.6817775,63.0970971,76
"708516","Vaasa Vöyrinkaupunki Pitkänlahdenkatu 31-33 F 60, 65100 VAASA","72.5","kerrostalo","912,07","toistaiseksi","1.9.2019","NA","https://www.vuokraovi.com/vuokra-asunto/vaasa/voyrinkaupunki/kerrostalo/708516","2019-07-31 10:31:39","No","2019-09-16 10:31:01","1999","2","hyvä","3h+k+s+p","3 huonetta","NA","0","Vakuusmaksu on vuokrattavan asunnon kuukausivuokran suuruinen summa, min. 400 €, maks. 800 €, joka talletetaan pankkitilillemme ennen vuokrasuhteen alkamista.","Kiinteistö Oy Pikipruukki Fastighets Ab","C","KOy Pikipruukki FAb",NA,NA,"Saunallinen kolmio hyvällä paikalla Vöyrinkaupungilla, kävelymatkan päässä ydinkeskustasta. Myös tällä alueella hyvät palvelut. Vuokraamme tarvittaessa myös autopaikan. Huoneiston pohjapiirustuksiin sekä muihin vuokra-asuntoihimme voit tutustua kotisivuillamme www.pikipruukki.com. Kotisivujemme kautta voitte toimittaa meille asuntohakemuksenne.","Vaasa",21.6189576,63.1002366,72.5
